psraid,cregion,q1,q2,q45,sex,recage,receduc,racethn2,party,partyln,weight,llweight,cellweight
211172,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.333333333,0,1.847826087
211180,Northeast,Don't know/Refused (VOL.),NA,Approve,Female,25-34,Coll+,White~Hisp,Independent,Democrat,6.703703704,0,2.891304348
211190,Northeast,Approve,Very strongly,Approve,Female,18-24,Coll+,White~Hisp,Independent,Democrat,4.296296296,0,1.630434783
211191,Midwest,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,White~Hisp,Independent,Democrat,6.592592593,0,2.239130435
211200,South,Approve,Not so strongly,Approve,Male,45-54,Coll+,White~Hisp,Independent,Democrat,2.518518519,0,1.347826087
211212,Northeast,Approve,Very strongly,Approve,Male,35-44,HS grad or less,White~Hisp,Independent,Democrat,4.259259259,0,2.195652174
211219,South,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1.703703704,0,1.826086957
211245,Northeast,Approve,Not so strongly,Don't know/Refused (VOL.),Male,35-44,Coll+,White~Hisp,Don't know/Refused (VOL.),Democrat,5.296296296,0,2.043478261
211252,South,Approve,Very strongly,Disapprove,Male,65+,HS grad or less,White~Hisp,No preference (VOL.),Republican,1.777777778,0,2.369565217
211270,Midwest,Approve,Not so strongly,Approve,Female,35-44,Coll+,White~Hisp,Independent,Republican,5.814814815,0,2.239130435
211288,Midwest,Approve,Not so strongly,Approve,Female,55-64,HS grad or less,Black~Hisp,Democrat,NA,2.888888889,0,3.826086957
211297,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,3.481481481,0,2.02173913
211302,South,Don't know/Refused (VOL.),NA,Disapprove,Male,35-44,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.592592593,0,1.543478261
211307,South,Approve,Not so strongly,Disapprove,Female,35-44,Coll+,White~Hisp,Independent,Democrat,2.851851852,0,1.52173913
211315,Northeast,Disapprove,Very strongly,Disapprove,Female,25-34,Coll+,"Hisp, born in US",Republican,NA,8.296296296,0,3.739130435
211338,South,Disapprove,Not so strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,0,1
211357,Midwest,Disapprove,Not so strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Democrat,2.740740741,0,2.543478261
211453,Northeast,Disapprove,Very strongly,Disapprove,Male,45-54,Coll+,White~Hisp,Republican,NA,2.555555556,0,1.97826087
211459,Northeast,Approve,Very strongly,Approve,Male,65+,Coll+,Ref,Democrat,NA,1.185185185,0,1.760869565
211497,Midwest,Approve,Very strongly,Approve,Male,35-44,Coll+,Black~Hisp,Democrat,NA,5.37037037,0,1.565217391
211506,Northeast,Don't know/Refused (VOL.),NA,Disapprove,Male,45-54,Coll+,Other,Independent,Republican,4.222222222,0,1.804347826
211534,Northeast,Approve,Very strongly,Approve,Female,55-64,Coll+,Black~Hisp,Democrat,NA,2.962962963,0,2.086956522
211538,Northeast,Disapprove,Very strongly,Approve,Male,45-54,Coll+,White~Hisp,No preference (VOL.),Democrat,3.185185185,0,1.826086957
211545,Northeast,Approve,Not so strongly,Approve,Female,35-44,Coll+,Other,Democrat,NA,4.740740741,0,3.97826087
211561,South,Approve,Not so strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Independent,Democrat,4.888888889,0,1.673913043
211562,South,Approve,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,No preference (VOL.),Democrat,3.925925926,0,2.282608696
211564,Midwest,Disapprove,Don't know/Refused (VOL.),Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.666666667,0,1.391304348
211594,Midwest,Disapprove,Very strongly,Disapprove,Female,35-44,HS grad or less,White~Hisp,Independent,Republican,8.037037037,0,3.97826087
211595,South,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Independent,Republican,3,0,1.282608696
211607,Northeast,Approve,Very strongly,Approve,Female,18-24,Some coll/Assoc degree,Black~Hisp,Independent,Democrat,5.111111111,0,2.130434783
211617,South,Approve,Very strongly,Approve,Female,25-34,Coll+,Black~Hisp,Democrat,NA,4.888888889,0,1.826086957
211622,Northeast,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Democrat,2.703703704,0,1.347826087
211633,South,Disapprove,Very strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Republican,NA,5.148148148,0,1.804347826
211660,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Independent,Republican,2.666666667,0,3.326086957
211684,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Republican,3.333333333,0,1.260869565
211717,South,Disapprove,Very strongly,Disapprove,Male,35-44,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.814814815,0,1.869565217
211742,South,Approve,Very strongly,Don't know/Refused (VOL.),Male,55-64,HS grad or less,White~Hisp,Independent,Democrat,4.481481481,0,2.347826087
211869,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,8.296296296,0,3.97826087
211890,South,Approve,Very strongly,Approve,Female,55-64,HS grad or less,Black~Hisp,Democrat,NA,7.222222222,0,3.97826087
211891,Midwest,Don't know/Refused (VOL.),NA,Disapprove,Female,25-34,HS grad or less,White~Hisp,Republican,NA,8.296296296,0,3.456521739
211903,Midwest,Approve,Not so strongly,Disapprove,Male,55-64,HS grad or less,White~Hisp,Independent,Democrat,4.296296296,0,2.239130435
211908,South,Approve,Don't know/Refused (VOL.),Approve,Female,35-44,Coll+,Black~Hisp,Democrat,NA,2.444444444,0,1.934782609
211909,South,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Republican,8.296296296,0,2.760869565
211936,South,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,White~Hisp,Republican,NA,4.555555556,0,1.760869565
211941,South,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Republican,NA,4.111111111,0,1.282608696
211944,Midwest,Approve,Very strongly,Approve,Female,35-44,Coll+,Black~Hisp,Democrat,NA,3.481481481,0,2.217391304
211960,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Republican,NA,1.703703704,0,2.02173913
211964,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1.962962963,0,1.673913043
212002,South,Disapprove,Not so strongly,Disapprove,Male,18-24,Some coll/Assoc degree,White~Hisp,Independent,Republican,7.037037037,0,2.086956522
212031,South,Disapprove,Very strongly,Disapprove,Male,45-54,HS grad or less,Other,Republican,NA,6.814814815,0,2.652173913
212032,South,Approve,Not so strongly,Approve,Female,35-44,Some coll/Assoc degree,Black~Hisp,Democrat,NA,4.814814815,0,1.847826087
212034,South,Disapprove,Very strongly,Approve,Male,55-64,HS grad or less,White~Hisp,Republican,NA,3.740740741,0,1.891304348
212061,Midwest,Don't know/Refused (VOL.),NA,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Republican,NA,1.777777778,0,2.630434783
212065,South,Disapprove,Very strongly,Disapprove,Male,25-34,Some coll/Assoc degree,White~Hisp,Independent,Republican,6.296296296,0,1.804347826
212082,Midwest,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Republican,NA,2.777777778,0,1
212117,South,Disapprove,Very strongly,Disapprove,Female,45-54,Coll+,White~Hisp,Republican,NA,4,0,1.891304348
212142,Midwest,Disapprove,Very strongly,Disapprove,Female,55-64,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.62962963,0,2.065217391
212191,South,Approve,Very strongly,Approve,Female,65+,HS grad or less,Black~Hisp,Democrat,NA,5.148148148,0,3.97826087
212192,Midwest,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Independent,Republican,1.851851852,0,1.043478261
212203,Midwest,Disapprove,Not so strongly,Disapprove,Male,25-34,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),5.148148148,0,1.586956522
212208,South,Approve,Very strongly,Disapprove,Male,25-34,HS grad or less,Other,No preference (VOL.),Other/Don't know/Refused (VOL.),4.592592593,0,1.52173913
212219,South,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,1.777777778,0,1.782608696
212221,South,Disapprove,Very strongly,Disapprove,Male,35-44,Coll+,White~Hisp,Republican,NA,4.592592593,0,1.673913043
212223,Midwest,Disapprove,Very strongly,Disapprove,Female,45-54,HS grad or less,White~Hisp,Independent,Democrat,1.888888889,0,1.608695652
212226,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1,0,1.065217391
212250,South,Disapprove,Very strongly,Disapprove,Female,55-64,Coll+,White~Hisp,Democrat,NA,1.851851852,0,1.043478261
212251,Midwest,Approve,Very strongly,Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Independent,Other/Don't know/Refused (VOL.),5.259259259,0,2.130434783
212252,Midwest,Approve,Not so strongly,Approve,Female,18-24,Coll+,"Hisp, born in US",Democrat,NA,4.296296296,0,1.608695652
212305,South,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,Black~Hisp,Independent,Republican,5.592592593,0,1.739130435
212308,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Republican,NA,1.814814815,0,1
212309,Northeast,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Republican,4.259259259,0,1.652173913
212318,Midwest,Approve,Very strongly,Approve,Female,55-64,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),2.481481481,0,2.347826087
212340,South,Approve,Don't know/Refused (VOL.),Approve,Female,45-54,Some coll/Assoc degree,Black~Hisp,Democrat,NA,4.740740741,0,1.413043478
212343,South,Approve,Very strongly,Approve,Male,35-44,Coll+,White~Hisp,Independent,Democrat,2.407407407,0,1
212364,Midwest,Approve,Not so strongly,Don't know/Refused (VOL.),Male,25-34,Coll+,White~Hisp,Independent,Republican,2.518518519,0,1
212382,South,Approve,Not so strongly,Don't know/Refused (VOL.),Male,18-24,Coll+,White~Hisp,Democrat,NA,3.481481481,0,1.02173913
212383,Midwest,Approve,Very strongly,Approve,Male,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,3.777777778,0,1.673913043
212399,South,Disapprove,Not so strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,8.296296296,0,3.369565217
212413,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Coll+,White~Hisp,Independent,Republican,7.074074074,0,1.97826087
212418,South,Disapprove,Very strongly,Disapprove,Male,18-24,Coll+,White~Hisp,Independent,Republican,3.851851852,0,1
212431,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,2.037037037,0,2.02173913
212451,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Independent,Other/Don't know/Refused (VOL.),8.296296296,0,2.52173913
212452,South,Approve,Not so strongly,Approve,Male,25-34,Coll+,White~Hisp,Independent,Democrat,4.185185185,0,1.130434783
212464,South,Disapprove,Not so strongly,Disapprove,Male,35-44,Coll+,"Hisp, born outside US",Republican,NA,3.259259259,0,1.173913043
212474,South,Don't know/Refused (VOL.),NA,Disapprove,Female,45-54,Coll+,White~Hisp,Independent,Republican,1.925925926,0,1.02173913
212499,Midwest,Approve,Not so strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,2.222222222,0,1.847826087
212519,Midwest,Disapprove,Very strongly,Approve,Male,55-64,Coll+,White~Hisp,Independent,Democrat,1.259259259,0,1
212521,Midwest,Approve,Not so strongly,Approve,Male,25-34,Some coll/Assoc degree,Black~Hisp,Democrat,NA,8.296296296,0,2.413043478
212616,South,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,2,0,1
212683,South,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3.37037037,0,3.97826087
212684,South,Disapprove,Very strongly,Disapprove,Male,18-24,Some coll/Assoc degree,"Hisp, born in US",Independent,Republican,6.592592593,0,2.02173913
212685,South,Disapprove,Very strongly,Disapprove,Male,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.333333333,0,1.52173913
212699,South,Disapprove,Very strongly,Disapprove,Male,65+,Coll+,White~Hisp,Independent,Republican,1.740740741,0,1.086956522
212727,Midwest,Don't know/Refused (VOL.),NA,Disapprove,Female,65+,Coll+,White~Hisp,Republican,NA,1.37037037,0,1.434782609
212746,South,Disapprove,Not so strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Democrat,NA,5.925925926,0,1.630434783
212749,Midwest,Disapprove,Very strongly,Disapprove,Male,18-24,HS grad or less,White~Hisp,Independent,Republican,4.333333333,0,1.565217391
212812,South,Disapprove,Very strongly,Disapprove,Male,55-64,Coll+,White~Hisp,Republican,NA,2,0,1
212825,Midwest,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,Black~Hisp,Independent,Other/Don't know/Refused (VOL.),8.296296296,0,2.695652174
212863,South,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,"Hisp, born in US",Democrat,NA,8.296296296,0,2.130434783
212944,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),3,0,1.456521739
212948,Midwest,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Republican,NA,3.592592593,0,1.695652174
212990,West,Don't know/Refused (VOL.),NA,Approve,Male,35-44,HS grad or less,"Hisp, born in US",Independent,Democrat,4,0,1.717391304
212992,South,Approve,Very strongly,Approve,Female,18-24,Coll+,Black~Hisp,Democrat,NA,2.333333333,0,1
212998,Midwest,Disapprove,Very strongly,Disapprove,Male,18-24,Coll+,White~Hisp,Independent,Republican,3.777777778,0,1
213020,South,Approve,Not so strongly,Approve,Male,65+,HS grad or less,"Hisp, born in US",Democrat,NA,5.814814815,0,3.97826087
213093,West,Approve,Very strongly,Approve,Male,35-44,Coll+,White~Hisp,Democrat,NA,3.111111111,0,1.543478261
213113,West,Disapprove,Very strongly,Disapprove,Male,55-64,Some coll/Assoc degree,White~Hisp,Independent,Republican,2.814814815,0,1.413043478
213145,Midwest,Disapprove,Very strongly,Disapprove,Female,18-24,Some coll/Assoc degree,"Hisp, born outside US",Independent,Republican,4.592592593,0,1.673913043
213153,Northeast,Approve,Not so strongly,Approve,Female,35-44,Coll+,White~Hisp,Democrat,NA,5.222222222,0,2.760869565
213162,West,Disapprove,Very strongly,Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Independent,Republican,3.518518519,0,3.5
213169,West,Disapprove,Not so strongly,Disapprove,Male,18-24,Some coll/Assoc degree,"Hisp, born in US",Democrat,NA,8.296296296,0,3.239130435
213172,South,Approve,Not so strongly,Approve,Female,45-54,Coll+,White~Hisp,Democrat,NA,3.296296296,0,1.586956522
213183,South,Disapprove,Not so strongly,Don't know/Refused (VOL.),Male,18-24,HS grad or less,White~Hisp,Independent,Republican,5.962962963,0,1.717391304
213203,South,Approve,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Democrat,NA,3.62962963,0,3.391304348
213211,South,Approve,Not so strongly,Disapprove,Male,45-54,HS grad or less,"Hisp, born in US",Democrat,NA,6.111111111,0,2.673913043
213255,South,Approve,Not so strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Democrat,3.481481481,0,1
213274,West,Approve,Very strongly,Approve,Male,25-34,HS grad or less,"Hisp, born outside US",Democrat,NA,2.37037037,0,1.456521739
213275,West,Don't know/Refused (VOL.),NA,Approve,Male,25-34,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),1.888888889,0,1
213316,West,Disapprove,Very strongly,Disapprove,Female,45-54,Some coll/Assoc degree,White~Hisp,Other party (VOL.),Democrat,5.296296296,0,2.130434783
213334,West,Approve,Very strongly,Approve,Female,18-24,Some coll/Assoc degree,White~Hisp,Democrat,NA,5.518518519,0,2.5
213341,West,Disapprove,Not so strongly,Approve,Female,35-44,HS grad or less,"Hisp, born outside US",Don't know/Refused (VOL.),Republican,4.481481481,0,2.260869565
213348,West,Approve,Very strongly,Approve,Male,65+,Coll+,White~Hisp,Independent,Democrat,2.185185185,0,1.086956522
213357,West,Disapprove,Very strongly,Disapprove,Female,65+,HS grad or less,White~Hisp,Republican,NA,3.555555556,0,3.97826087
213376,West,Disapprove,Not so strongly,Disapprove,Female,45-54,HS grad or less,"Hisp, born outside US",Independent,Democrat,5.148148148,0,2.869565217
213388,West,Approve,Very strongly,Approve,Male,45-54,HS grad or less,Black~Hisp,Republican,NA,6.481481481,0,1.97826087
213395,West,Don't know/Refused (VOL.),NA,Approve,Male,65+,Coll+,White~Hisp,Republican,NA,2.037037037,0,1.456521739
213397,West,Approve,Not so strongly,Approve,Female,65+,Coll+,Other,Democrat,NA,2.62962963,0,2.456521739
213422,West,Don't know/Refused (VOL.),NA,Approve,Female,65+,Coll+,Other,Democrat,NA,2.814814815,0,2.282608696
213444,West,Approve,Very strongly,Approve,Female,45-54,HS grad or less,Black~Hisp,Democrat,NA,6.259259259,0,2.413043478
213447,West,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,7.407407407,0,3.608695652
213456,West,Don't know/Refused (VOL.),NA,Approve,Female,25-34,HS grad or less,"Hisp, born outside US",Independent,Democrat,8.296296296,0,2.934782609
213476,West,Disapprove,Don't know/Refused (VOL.),Disapprove,Female,65+,Some coll/Assoc degree,White~Hisp,Republican,NA,1.185185185,0,2.304347826
213489,West,Approve,Very strongly,Approve,Female,55-64,Some coll/Assoc degree,White~Hisp,Democrat,NA,2.444444444,0,3.173913043
213490,West,Approve,Very strongly,Approve,Female,65+,Some coll/Assoc degree,White~Hisp,Democrat,NA,1.296296296,0,2.304347826
213514,Midwest,Disapprove,Very strongly,Disapprove,Female,25-34,Some coll/Assoc degree,White~Hisp,Republican,NA,8.296296296,0,3.913043478
213532,Midwest,Disapprove,Very strongly,Disapprove,Male,25-34,HS grad or less,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.740740741,0,1.52173913
213533,Northeast,Don't know/Refused (VOL.),NA,Disapprove,Female,45-54,Some coll/Assoc degree,"Hisp, born in US",Independent,Republican,1.777777778,0,1.847826087
213550,South,Disapprove,Very strongly,Disapprove,Male,25-34,Coll+,White~Hisp,Independent,Other/Don't know/Refused (VOL.),4.888888889,0,1.043478261
213555,West,Approve,Not so strongly,Approve,Male,18-24,Coll+,Other,Democrat,NA,4.333333333,0,1.434782609
213562,West,Approve,Very strongly,Approve,Male,55-64,Coll+,Black~Hisp,Democrat,NA,1.111111111,0,1
213578,West,Approve,Not so strongly,Approve,Male,65+,Some coll/Assoc degree,"Hisp, born in US",Democrat,NA,3.407407407,0,1.782608696
